Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,69.720001,72.089996,69.709999,71.889999,71.889999,142500
2019-01-03,71.559998,72.400002,70.589996,70.629997,70.629997,364300
2019-01-04,71.239998,73.360001,71.190002,72.820000,72.820000,235400
2019-01-07,73.180000,73.550003,72.650002,73.000000,73.000000,404600
2019-01-08,72.680000,73.160004,71.339996,71.459999,71.459999,432900
2019-01-09,72.000000,72.279999,71.320000,71.970001,71.970001,1033500
2019-01-10,71.339996,73.349998,70.599998,73.150002,73.150002,1010400
2019-01-11,71.839996,72.769997,71.610001,72.230003,72.230003,865400
2019-01-14,70.949997,72.519997,70.129997,71.230003,71.230003,1192900
2019-01-15,70.269997,70.680000,68.320000,68.480003,68.480003,947200
2019-01-16,69.010002,69.290001,68.449997,68.680000,68.680000,1408400
2019-01-17,68.660004,69.110001,67.709999,67.959999,67.959999,471300
2019-01-18,68.489998,68.620003,65.610001,65.750000,65.750000,2080800
2019-01-22,71.830002,71.980003,68.849998,69.089996,69.089996,2491300
2019-01-23,70.360001,70.690002,69.459999,69.650002,69.650002,1531100
2019-01-24,68.980003,69.730003,67.910004,68.470001,68.470001,1272400
2019-01-25,70.739998,70.769997,69.680000,69.959999,69.959999,1120600
2019-01-28,68.790001,69.900002,67.930000,68.989998,68.989998,666800
2019-01-29,69.150002,70.470001,68.339996,69.500000,69.500000,947700
2019-01-30,70.980003,71.180000,69.349998,70.089996,70.089996,1234200
2019-01-31,69.870003,71.290001,69.779999,71.000000,71.000000,1002600
2019-02-01,72.389999,72.889999,71.199997,71.459999,71.459999,1044100
2019-02-04,70.300003,71.580002,69.709999,70.669998,70.669998,614100
2019-02-05,72.519997,73.000000,71.250000,71.639999,71.639999,818000
2019-02-06,72.349998,72.489998,70.639999,71.000000,71.000000,835100
2019-02-07,70.500000,71.000000,69.559998,70.099998,70.099998,815300
2019-02-08,69.980003,71.589996,69.370003,71.089996,71.089996,627200
2019-02-11,71.419998,72.709999,71.419998,71.830002,71.830002,562100
2019-02-12,71.650002,72.839996,71.199997,71.820000,71.820000,519800
2019-02-13,72.889999,73.830002,72.709999,72.839996,72.839996,419100
2019-02-14,73.230003,73.349998,72.050003,72.239998,72.239998,324900
2019-02-15,72.489998,72.779999,72.050003,72.320000,72.320000,1038000
2019-02-19,73.089996,74.800003,73.089996,73.660004,73.660004,750400
2019-02-20,74.519997,74.669998,72.779999,73.199997,73.199997,1105900
2019-02-21,73.080002,73.690002,73.080002,73.360001,73.360001,372900
2019-02-22,73.320000,73.900002,73.320000,73.610001,73.610001,412200
2019-02-25,73.980003,74.750000,73.910004,74.180000,74.180000,367100
2019-02-26,75.519997,75.940002,74.879997,74.919998,74.919998,835500
2019-02-27,74.570000,75.440002,73.809998,75.260002,75.260002,762400
2019-02-28,74.629997,75.239998,74.019997,74.540001,74.540001,334700
2019-03-01,77.300003,77.930000,76.800003,77.669998,77.669998,749500
2019-03-04,77.690002,77.930000,76.720001,76.870003,76.870003,594200
2019-03-05,76.889999,77.739998,76.529999,76.570000,76.570000,321600
2019-03-06,76.849998,77.370003,76.169998,77.349998,77.349998,703400
2019-03-07,77.050003,77.050003,75.059998,75.279999,75.279999,2153800
2019-03-08,72.970001,73.809998,72.559998,73.250000,73.250000,458300
2019-03-11,73.010002,73.690002,72.669998,73.690002,73.690002,452000
2019-03-12,74.309998,74.879997,73.830002,74.449997,74.449997,358400
2019-03-13,74.760002,74.900002,73.430000,74.610001,74.610001,475400
2019-03-14,75.830002,76.169998,74.470001,75.120003,75.120003,757500
2019-03-15,75.029999,76.330002,74.709999,76.139999,76.139999,453500
2019-03-18,75.500000,76.099998,74.360001,74.440002,74.440002,391900
2019-03-19,74.430000,74.769997,73.860001,74.089996,74.089996,507500
2019-03-20,73.370003,73.750000,72.389999,73.150002,73.150002,389700
2019-03-21,72.389999,74.230003,71.910004,73.330002,73.330002,604700
2019-03-22,71.650002,72.529999,71.110001,71.459999,71.459999,445800
2019-03-25,71.379997,72.110001,71.040001,71.690002,71.690002,295400
2019-03-26,71.639999,72.680000,71.489998,72.660004,72.660004,320200
2019-03-27,72.699997,74.779999,72.570000,74.309998,74.309998,752500
2019-03-28,74.669998,74.889999,74.010002,74.860001,74.860001,409300
2019-03-29,74.610001,75.110001,74.059998,74.940002,74.940002,402200
2019-04-01,71.510002,75.699997,71.099998,75.080002,75.080002,1040600
2019-04-02,73.410004,73.680000,71.639999,72.550003,72.550003,1015300
2019-04-03,73.279999,74.680000,73.019997,74.059998,74.059998,442400
2019-04-04,74.059998,75.680000,74.059998,75.199997,75.199997,500300
2019-04-05,73.680000,74.489998,73.360001,73.940002,73.940002,499900
2019-04-08,73.849998,74.029999,72.989998,73.690002,73.690002,295400
2019-04-09,73.059998,73.779999,72.660004,73.699997,73.699997,385900
2019-04-10,72.800003,73.489998,72.370003,73.040001,73.040001,388500
2019-04-11,74.750000,76.529999,74.750000,76.449997,76.449997,494700
2019-04-12,76.290001,77.110001,76.019997,77.050003,77.050003,454100
2019-04-15,78.059998,78.349998,77.070000,78.099998,78.099998,726400
2019-04-16,78.470001,79.680000,78.459999,79.410004,79.410004,283800
2019-04-17,80.589996,82.680000,80.449997,82.550003,82.550003,725000
2019-04-18,81.980003,84.120003,81.800003,83.230003,83.230003,679900
2019-04-22,82.959999,83.080002,81.099998,81.269997,81.269997,229800
2019-04-23,79.519997,79.800003,78.940002,79.269997,79.269997,739200
2019-04-24,78.970001,79.139999,77.550003,78.190002,78.190002,632000
2019-04-25,78.290001,78.449997,77.279999,78.239998,78.239998,626900
2019-04-26,77.959999,78.959999,77.959999,78.180000,78.180000,745600
2019-04-29,78.089996,78.330002,76.830002,76.849998,76.849998,570300
2019-04-30,77.000000,78.139999,76.720001,77.639999,77.639999,778400
2019-05-01,77.959999,79.410004,77.900002,77.949997,77.949997,913500
2019-05-02,77.150002,77.639999,76.339996,76.599998,76.599998,324700
2019-05-03,75.860001,76.720001,75.639999,75.900002,75.900002,655800
2019-05-06,75.449997,76.309998,74.099998,75.010002,75.010002,415200
2019-05-07,74.449997,74.550003,73.620003,74.129997,74.129997,911900
2019-05-08,72.190002,73.669998,71.970001,72.989998,72.989998,1367100
2019-05-09,72.480003,72.730003,71.559998,72.190002,72.190002,352500
2019-05-10,71.930000,72.529999,71.370003,71.919998,71.919998,474500
2019-05-13,70.930000,70.930000,69.360001,69.919998,69.919998,459000
2019-05-14,70.269997,70.379997,69.800003,70.089996,70.089996,403800
2019-05-15,68.550003,69.669998,68.110001,69.449997,69.449997,470900
2019-05-16,69.940002,70.360001,69.760002,69.870003,69.870003,320000
2019-05-17,69.550003,69.889999,68.610001,69.099998,69.099998,818400
2019-05-20,67.800003,68.589996,67.059998,67.760002,67.760002,1038400
2019-05-21,68.230003,71.110001,67.919998,70.190002,70.190002,1012800
2019-05-22,68.000000,68.980003,67.629997,68.599998,68.599998,1267500
2019-05-23,67.730003,69.580002,67.570000,68.690002,68.690002,674200
2019-05-24,69.580002,70.430000,69.489998,69.800003,69.800003,923900
2019-05-28,69.820000,70.099998,67.269997,68.010002,68.010002,3129000
2019-05-29,67.889999,67.889999,66.480003,66.650002,66.650002,1298200
2019-05-30,66.730003,67.089996,66.300003,66.500000,66.500000,770600
2019-05-31,65.779999,66.139999,65.139999,65.220001,65.220001,1381600
2019-06-03,65.250000,66.110001,65.220001,65.639999,65.639999,1362300
2019-06-04,67.559998,67.930000,67.000000,67.500000,67.500000,1520100
2019-06-05,67.500000,67.879997,65.559998,66.519997,66.519997,1676400
2019-06-06,66.760002,67.150002,65.430000,65.540001,65.540001,592700
2019-06-07,67.440002,67.629997,66.300003,66.339996,66.339996,723700
2019-06-10,66.410004,66.800003,65.510002,65.620003,65.620003,564200
2019-06-11,65.989998,66.500000,65.529999,65.720001,65.720001,1214000
2019-06-12,65.980003,66.389999,65.580002,65.959999,65.959999,1096100
2019-06-13,66.180000,66.639999,65.900002,66.190002,66.190002,2855600
2019-06-14,65.070000,65.790001,64.779999,65.279999,65.279999,1034100
2019-06-17,62.299999,63.250000,62.180000,62.450001,62.450001,897100
2019-06-18,61.950001,63.020000,61.500000,62.230000,62.230000,1768000
2019-06-19,62.009998,62.389999,60.830002,62.040001,62.040001,1017500
2019-06-20,62.759998,62.770000,61.840000,62.000000,62.000000,537000
2019-06-21,62.220001,62.570000,61.840000,62.130001,62.130001,409400
2019-06-24,63.340000,63.380001,62.419998,62.529999,62.529999,451400
2019-06-25,62.389999,62.880001,61.959999,62.230000,62.230000,504900
