Date,Open,High,Low,Close,Adj Close,Volume
2019-03-06,51.950001,52.290001,50.689999,50.770000,50.352737,406600
2019-03-07,50.650002,50.650002,49.410000,49.770000,49.360954,355400
2019-03-08,49.380001,50.389999,49.349998,50.009998,49.598980,323200
2019-03-11,50.009998,50.700001,49.439999,50.549999,50.134544,414500
2019-03-12,50.520000,50.549999,49.709999,50.049999,49.638649,293300
2019-03-13,50.279999,51.439999,50.270000,51.090000,50.670101,620400
2019-03-14,50.939999,51.840000,50.939999,51.480000,51.056900,192400
2019-03-15,51.549999,52.430000,51.250000,51.580002,51.156078,1116600
2019-03-18,51.590000,52.150002,51.279999,51.730000,51.304848,282700
2019-03-19,51.840000,52.810001,51.680000,51.790001,51.364353,181500
2019-03-20,51.790001,52.410000,50.830002,51.740002,51.314762,232500
2019-03-21,51.490002,53.250000,51.490002,53.009998,52.574326,299900
2019-03-22,52.540001,52.540001,51.419998,51.599998,51.175907,238900
2019-03-25,51.650002,52.439999,51.150002,51.689999,51.265171,211100
2019-03-26,51.910000,52.980000,51.639999,51.910000,51.483364,236200
2019-03-27,52.020000,53.990002,52.009998,53.580002,53.139641,225700
2019-03-28,53.820000,54.299999,52.529999,53.400002,53.080002,151400
2019-03-29,53.730000,54.689999,53.610001,54.290001,53.964668,320200
2019-04-01,54.500000,55.549999,54.060001,55.180000,54.849331,201900
2019-04-02,55.599998,55.869999,54.849998,55.720001,55.386097,177100
2019-04-03,56.000000,56.959999,55.869999,56.290001,55.952682,151300
2019-04-04,56.310001,57.220001,55.849998,57.099998,56.757824,140300
2019-04-05,57.230000,58.410000,57.230000,58.090000,57.741894,165000
2019-04-08,57.820000,58.209999,57.410000,57.820000,57.473515,183900
2019-04-09,57.599998,57.880001,56.720001,57.169998,56.827404,232600
2019-04-10,57.230000,59.099998,55.810001,58.529999,58.179256,284000
2019-04-11,58.669998,59.700001,58.389999,58.759998,58.407875,137500
2019-04-12,58.830002,59.020000,58.070000,58.700001,58.348240,300500
2019-04-15,58.930000,59.560001,58.099998,58.220001,57.871113,115900
2019-04-16,58.689999,59.500000,58.470001,59.230000,58.875065,123600
2019-04-17,59.709999,60.000000,58.990002,59.639999,59.282604,219000
2019-04-18,59.500000,59.830002,58.560001,59.250000,58.894943,387000
2019-04-22,58.849998,59.240002,58.529999,58.799999,58.447639,174400
2019-04-23,58.770000,59.990002,58.619999,59.880001,59.521168,171800
2019-04-24,59.970001,60.500000,59.400002,59.720001,59.362125,227600
2019-04-25,59.590000,59.660000,57.849998,58.439999,58.089794,281200
2019-04-26,59.970001,60.639999,56.049999,60.369999,60.008228,439700
2019-04-29,60.630001,61.779999,59.869999,61.619999,61.250736,242000
2019-04-30,61.740002,62.160000,60.840000,61.590000,61.220921,440500
2019-05-01,61.810001,61.830002,60.110001,60.130001,59.769669,362200
2019-05-02,60.049999,61.189999,58.009998,60.150002,59.789547,114200
2019-05-03,60.419998,61.869999,60.419998,61.779999,61.409782,212500
2019-05-06,60.669998,61.790001,60.020000,61.549999,61.181160,188100
2019-05-07,60.810001,60.970001,59.709999,60.529999,60.167271,214400
2019-05-08,60.279999,60.799999,59.599998,59.779999,59.421764,142400
2019-05-09,59.180000,60.369999,58.750000,60.220001,59.859135,125300
2019-05-10,59.930000,60.810001,58.680000,60.669998,60.306431,122300
2019-05-13,59.480000,59.480000,58.230000,58.570000,58.219017,196000
2019-05-14,58.630001,59.230000,58.160000,58.990002,58.636505,125100
2019-05-15,58.340000,59.459999,58.000000,59.090000,58.735901,145700
2019-05-16,59.209999,60.080002,58.970001,59.660000,59.302486,196600
2019-05-17,59.130001,60.430000,59.070000,59.570000,59.213028,160400
2019-05-20,58.970001,59.619999,58.349998,59.080002,58.725964,94500
2019-05-21,59.310001,60.639999,59.000000,60.400002,60.038052,115100
2019-05-22,60.060001,60.150002,59.369999,59.450001,59.093746,139400
2019-05-23,58.790001,59.680000,58.070000,59.230000,58.875065,190800
2019-05-24,59.529999,60.189999,59.450001,59.950001,59.590748,104500
2019-05-28,60.080002,60.720001,59.630001,59.810001,59.451588,187100
2019-05-29,59.689999,59.740002,58.869999,59.250000,58.894943,286400
2019-05-30,59.439999,59.790001,58.830002,59.220001,58.865124,285400
2019-05-31,58.540001,59.310001,58.400002,58.720001,58.368118,438400
2019-06-03,58.509998,59.669998,57.840000,58.080002,57.731956,235200
2019-06-04,58.849998,61.279999,58.849998,61.230000,60.863079,212200
2019-06-05,61.480000,61.799999,60.459999,60.590000,60.226913,219200
2019-06-06,60.380001,61.110001,58.700001,59.680000,59.322369,255400
2019-06-07,59.959999,61.389999,59.849998,60.360001,59.998295,282600
2019-06-10,60.580002,61.480000,60.419998,60.540001,60.177216,175000
2019-06-11,61.000000,61.130001,59.290001,59.529999,59.173264,199400
2019-06-12,59.549999,59.860001,58.880001,59.240002,58.885006,246600
2019-06-13,59.500000,61.000000,59.160000,60.810001,60.445595,178500
2019-06-14,60.630001,61.099998,59.750000,59.990002,59.630508,152300
2019-06-17,59.939999,59.939999,58.380001,59.480000,59.123566,252500
2019-06-18,59.860001,60.849998,59.320000,60.110001,59.749790,156800
2019-06-19,60.119999,60.259998,59.500000,59.630001,59.272667,141300
2019-06-20,60.130001,60.169998,58.709999,59.439999,59.083801,224300
2019-06-21,59.080002,59.919998,57.840000,57.950001,57.602734,354000
2019-06-24,57.889999,57.889999,56.189999,56.700001,56.360226,292800
2019-06-25,56.669998,57.360001,56.000000,56.070000,55.734001,193600
2019-06-26,56.279999,57.169998,56.020000,56.939999,56.598785,201700
2019-06-27,56.470001,58.250000,56.209999,58.060001,57.833961,273800
2019-06-28,57.959999,60.980000,57.689999,60.669998,60.433796,516300
2019-07-01,61.049999,61.209999,59.919998,60.980000,60.742592,347100
2019-07-02,61.169998,61.779999,60.470001,61.220001,60.981659,300900
2019-07-03,61.500000,62.000000,61.009998,61.980000,61.738697,75400
2019-07-05,61.470001,62.500000,60.500000,62.310001,62.067413,150500
2019-07-08,62.029999,62.560001,61.810001,62.389999,62.147102,184300
2019-07-09,62.080002,62.310001,61.750000,62.090000,61.848270,140200
2019-07-10,62.590000,63.400002,61.240002,61.290001,61.051388,221500
2019-07-11,61.439999,61.689999,59.660000,60.400002,60.164848,303300
2019-07-12,60.619999,61.240002,60.000000,60.740002,60.503529,296900
2019-07-15,60.790001,60.919998,59.610001,59.830002,59.597069,201000
2019-07-16,60.110001,61.779999,60.110001,61.419998,61.180878,131700
2019-07-17,61.230000,61.500000,60.270000,60.279999,60.045319,104400
2019-07-18,60.130001,60.830002,59.759998,60.709999,60.473640,128000
2019-07-19,60.520000,61.320000,59.570000,59.570000,59.338081,195100
2019-07-22,59.580002,60.759998,59.580002,60.470001,60.234581,112000
2019-07-23,60.560001,61.560001,60.560001,61.220001,60.981659,184500
2019-07-24,60.860001,62.889999,60.759998,62.680000,62.435970,124400
2019-07-25,61.799999,62.669998,60.820000,61.099998,60.862122,239000
2019-07-26,61.419998,61.889999,60.970001,61.740002,61.499634,150900
2019-07-29,61.520000,62.020000,61.220001,61.830002,61.589287,126900
2019-07-30,61.360001,62.470001,61.169998,62.360001,62.117218,167300
2019-07-31,62.450001,62.950001,60.630001,60.709999,60.473640,292100
2019-08-01,63.330002,63.330002,60.099998,60.750000,60.513485,242400
2019-08-02,60.330002,61.380001,58.840000,59.419998,59.188663,116900
2019-08-05,58.240002,58.240002,55.040001,56.049999,55.831783,191500
2019-08-06,56.450001,57.259998,55.669998,57.169998,56.947422,190300
2019-08-07,56.279999,57.930000,56.279999,57.750000,57.525166,174600
2019-08-08,58.040001,58.590000,57.209999,57.799999,57.574974,157100
2019-08-09,57.560001,58.389999,56.459999,56.830002,56.608749,320300
2019-08-12,56.389999,56.580002,55.270000,55.599998,55.383533,226900
2019-08-13,55.200001,56.869999,55.130001,55.830002,55.612644,156500
2019-08-14,55.000000,55.419998,53.740002,54.230000,54.018871,145800
2019-08-15,54.189999,54.700001,53.500000,53.720001,53.510857,176300
2019-08-16,54.250000,55.730000,54.029999,55.630001,55.413418,121100
2019-08-19,56.439999,57.130001,55.959999,57.000000,56.778088,163100
2019-08-20,56.639999,56.639999,54.220001,55.930000,55.712250,195400
2019-08-21,56.680000,57.220001,56.099998,56.900002,56.678478,116800
2019-08-22,57.220001,57.639999,56.040001,56.310001,56.090771,114000
2019-08-23,56.060001,56.590000,54.040001,54.250000,54.038792,171900
2019-08-26,55.209999,55.480000,54.330002,54.900002,54.686264,180900
2019-08-27,55.419998,55.880001,53.639999,53.799999,53.590546,185800
2019-08-28,53.790001,55.950001,53.740002,55.189999,54.975128,268400
2019-08-29,56.049999,57.340000,55.869999,57.119999,56.897621,113900
2019-08-30,57.470001,58.090000,57.070000,57.259998,57.037071,224800
2019-09-03,56.860001,57.349998,55.580002,56.220001,56.001125,247100
2019-09-04,56.849998,57.450001,56.169998,56.200001,55.981201,207500
2019-09-05,57.119999,58.970001,57.049999,57.110001,56.887657,263300
2019-09-06,57.599998,57.630001,56.790001,56.970001,56.748203,119300
2019-09-09,57.090000,58.240002,56.950001,58.169998,57.943527,206600
2019-09-10,58.080002,59.490002,57.419998,59.389999,59.158779,197000
2019-09-11,59.509998,61.290001,59.060001,60.889999,60.652939,190900
2019-09-12,60.900002,61.000000,59.400002,60.279999,60.045319,259300
2019-09-13,60.939999,62.430000,60.480000,62.220001,61.977764,190400
2019-09-16,60.799999,61.509998,59.270000,59.509998,59.278313,321200
2019-09-17,59.130001,59.700001,58.160000,59.240002,59.009369,185300
2019-09-18,59.310001,59.689999,58.110001,59.560001,59.328121,275200
2019-09-19,59.639999,60.439999,58.490002,59.230000,58.999405,193200
2019-09-20,59.779999,59.840000,58.270000,58.639999,58.411701,602500
2019-09-23,58.270000,58.500000,56.880001,57.860001,57.634735,238700
2019-09-24,58.169998,58.639999,57.389999,57.709999,57.485321,175500
2019-09-25,57.709999,59.160000,57.709999,58.900002,58.670689,153000
2019-09-26,58.680000,58.869999,58.110001,58.610001,58.381821,110600
2019-09-27,58.680000,59.189999,56.889999,57.130001,57.024334,156900
2019-09-30,57.560001,58.090000,57.130001,57.400002,57.293835,331700
2019-10-01,57.599998,58.759998,56.130001,56.450001,56.345592,194900
2019-10-02,55.759998,56.939999,54.290001,55.880001,55.776646,175000
2019-10-03,55.509998,56.060001,54.310001,55.080002,54.978127,131400
2019-10-04,55.099998,56.099998,55.020000,55.610001,55.507145,117700
2019-10-07,55.349998,56.090000,54.970001,55.619999,55.517124,128200
2019-10-08,55.020000,55.570000,54.610001,54.759998,54.658714,125000
2019-10-09,55.279999,55.770000,54.860001,54.869999,54.768513,176000
2019-10-10,54.799999,55.520000,54.509998,55.240002,55.137829,149100
2019-10-11,56.090000,57.080002,55.570000,55.680000,55.577015,194000
2019-10-14,55.430000,56.540001,55.360001,55.939999,55.836533,249200
2019-10-15,56.259998,57.439999,55.930000,56.759998,56.655014,271400
2019-10-16,56.759998,57.060001,56.240002,56.549999,56.445404,189000
2019-10-17,56.680000,56.889999,55.990002,56.590000,56.485332,183200
2019-10-18,56.380001,56.939999,56.020000,56.750000,56.645035,172600
2019-10-21,57.299999,58.470001,57.160000,58.000000,57.892723,215400
2019-10-22,57.880001,59.020000,57.180000,58.669998,58.561481,202500
2019-10-23,58.529999,59.040001,58.240002,58.650002,58.541523,116600
2019-10-24,59.090000,59.470001,57.619999,57.740002,57.633205,123000
2019-10-25,57.560001,59.360001,57.549999,59.029999,58.920818,108200
2019-10-28,59.169998,60.000000,59.040001,59.340000,59.230244,173100
2019-10-29,59.020000,59.930000,58.910000,59.060001,58.950764,160700
2019-10-30,58.660000,59.330002,58.169998,59.209999,59.100483,157200
2019-10-31,60.000000,60.680000,58.290001,59.549999,59.439857,339900
2019-11-01,59.900002,60.130001,58.919998,59.439999,59.330059,200100
2019-11-04,60.070000,61.490002,60.000000,61.459999,61.346325,234700
2019-11-05,61.770000,63.689999,61.389999,62.840000,62.723770,272800
2019-11-06,62.580002,63.330002,62.130001,62.520000,62.404366,270000
2019-11-07,62.799999,63.200001,61.939999,63.189999,63.073124,210200
2019-11-08,63.110001,63.250000,62.490002,63.150002,63.033199,167300
2019-11-11,62.560001,63.090000,62.180000,62.570000,62.454269,134400
2019-11-12,62.580002,62.939999,62.160000,62.849998,62.733753,177400
2019-11-13,62.500000,63.250000,62.139999,63.049999,62.933384,204600
2019-11-14,63.080002,63.200001,62.000000,62.439999,62.324509,153000
2019-11-15,62.860001,63.049999,61.990002,62.439999,62.324509,221000
2019-11-18,62.380001,62.500000,61.709999,61.990002,61.875347,113100
2019-11-19,62.250000,62.700001,61.790001,62.200001,62.084957,158400
2019-11-20,61.990002,62.459999,61.320000,61.810001,61.695679,206200
2019-11-21,61.959999,61.959999,60.900002,61.070000,60.957047,168800
2019-11-22,61.369999,61.759998,60.950001,61.689999,61.575897,159300
2019-11-25,61.810001,64.000000,61.509998,63.840000,63.721924,270900
2019-11-26,63.630001,64.570000,63.279999,64.309998,64.191048,264700
2019-11-27,64.440002,64.599998,63.689999,63.930000,63.811756,107400
2019-11-29,63.650002,64.230003,62.349998,62.639999,62.524139,93900
2019-12-02,62.950001,63.130001,61.820000,62.230000,62.114899,164500
2019-12-03,61.610001,62.279999,60.669998,61.290001,61.176640,218300
2019-12-04,61.380001,62.430000,61.380001,62.049999,61.935230,211800
2019-12-05,62.160000,62.279999,61.509998,61.849998,61.735600,221300
2019-12-06,62.689999,63.650002,62.689999,63.290001,63.172939,184200
2019-12-09,62.970001,63.419998,62.750000,63.029999,62.913418,258100
2019-12-10,63.139999,63.590000,62.279999,62.970001,62.853531,233600
2019-12-11,62.970001,63.520000,62.349998,62.680000,62.564068,169500
2019-12-12,62.849998,64.040001,62.849998,63.540001,63.422478,229700
2019-12-13,63.439999,64.129997,62.349998,62.580002,62.464252,396700
2019-12-16,63.290001,64.000000,62.889999,63.060001,62.943367,172300
2019-12-17,62.889999,64.669998,62.759998,64.430000,64.310829,230800
2019-12-18,64.580002,65.250000,63.660000,64.959999,64.839851,457200
2019-12-19,65.000000,65.230003,64.330002,65.150002,65.029503,553100
2019-12-20,65.599998,66.040001,64.559998,64.760002,64.640221,1016700
2019-12-23,65.080002,65.980003,64.769997,65.320000,65.199181,265800
2019-12-24,65.440002,65.440002,64.639999,65.150002,65.029503,70400
2019-12-26,65.239998,65.379997,64.800003,65.220001,65.099373,141800
2019-12-27,65.419998,65.419998,64.709999,64.879997,64.759995,157700
2019-12-30,64.940002,65.089996,64.120003,64.540001,64.540001,157400
